(1, 210)(8, 210)(27, 21)
(6, 120)(11, 12)(16, 201)
(13, 210)(14, 210)(15, 120)
(4, 21)(17, 12)(20, 12)

(21, 201)(22, 102)(7, 120)
(26, 21)(23, 210)(12, 102)
(9, 21)(18, 12)(27, 21)

(3, 12)(22, 201)(7, 210)
(20, 21)(5, 210)(6, 210)
(21, 12)(12, 12)(1, 102)

(10, 210)(11, 210)(18, 201)
(13, 120)(14, 210)(15, 210)
(16, 210)(17, 210)(2, 12)

(27, 21)(24, 201)(25, 21)
(4, 210)(23, 210)(8, 21)
(19, 201)(26, 120)(9, 120)

(25, 21)(18, 12)(27, 210)
(2, 201)(5, 201)(24, 210)
(9, 201)(26, 120)(1, 21)

(4, 21)(11, 210)(16, 201)
(13, 210)(14, 210)(15, 210)
(10, 201)(17, 210)(6, 120)

(19, 102)(12, 21)(7, 12)
(8, 201)(23, 201)(20, 201)
(3, 201)(22, 102)(21, 12)

(27, 120)(22, 201)(1, 12)
(16, 120)(5, 210)(2, 21)
(3, 102)(8, 210)(7, 201)

(18, 210)(11, 12)(4, 120)
(13, 120)(14, 210)(15, 210)
(24, 21)(17, 210)(10, 210)

(21, 12)(26, 120)(9, 21)
(6, 12)(23, 201)(12, 102)
(19, 120)(20, 120)(25, 12)

(19, 12)(2, 210)(21, 201)
(16, 102)(5, 201)(22, 210)
(27, 21)(24, 102)(7, 201)

(20, 12)(11, 12)(8, 12)
(13, 120)(14, 210)(15, 120)
(26, 102)(17, 12)(4, 120)

(3, 21)(10, 12)(1, 102)
(12, 102)(23, 201)(6, 210)
(9, 210)(18, 21)(25, 12)

(19, 12)(10, 12)(21, 120)
(6, 12)(5, 210)(18, 120)
(27, 21)(20, 210)(1, 21)

(22, 120)(11, 210)(4, 21)
(13, 210)(14, 210)(15, 210)
(24, 120)(17, 12)(16, 210)

(25, 12)(8, 210)(9, 210)
(12, 102)(23, 210)(2, 21)
(7, 201)(26, 120)(3, 21)

(27, 12)(6, 201)(7, 102)
(12, 120)(5, 210)(8, 21)
(9, 120)(10, 21)(21, 210)

(20, 12)(11, 210)(22, 21)
(13, 120)(14, 210)(15, 210)
(24, 21)(17, 210)(4, 120)

(3, 21)(2, 120)(1, 102)
(26, 21)(23, 201)(18, 102)
(25, 21)(16, 12)(19, 102)

(1, 21)(22, 201)(27, 102)
(16, 102)(5, 210)(12, 120)
(21, 12)(4, 102)(9, 102)

(18, 210)(11, 210)(6, 120)
(13, 210)(14, 210)(15, 120)
(10, 210)(17, 210)(20, 12)

(19, 102)(8, 120)(3, 201)
(24, 210)(23, 201)(2, 201)
(7, 201)(26, 210)(25, 12)

(19, 12)(26, 210)(27, 210)
(2, 201)(5, 210)(4, 12)
(9, 120)(8, 210)(1, 21)

(12, 201)(11, 12)(22, 120)
(13, 120)(14, 210)(15, 120)
(20, 12)(17, 12)(10, 201)

(3, 21)(16, 21)(7, 120)
(24, 210)(23, 210)(18, 120)
(25, 21)(6, 201)(21, 120)

(19, 201)(12, 21)(27, 210)
(2, 21)(5, 210)(26, 21)
(3, 21)(4, 201)(25, 21)

(20, 12)(11, 12)(6, 21)
(13, 120)(14, 210)(15, 210)
(16, 210)(17, 12)(10, 201)

(21, 120)(8, 210)(9, 102)
(22, 12)(23, 201)(24, 12)
(1, 21)(18, 12)(7, 21)

(25, 210)(4, 201)(21, 201)
(2, 21)(5, 201)(20, 21)
(9, 12)(8, 120)(1, 21)

(12, 201)(11, 12)(22, 120)
(13, 210)(14, 210)(15, 210)
(10, 210)(17, 210)(16, 210)

(19, 21)(18, 21)(7, 12)
(26, 21)(23, 201)(6, 12)
(3, 12)(24, 201)(27, 21)

(25, 21)(16, 12)(27, 102)
(12, 102)(5, 210)(22, 210)
(1, 120)(10, 21)(7, 120)

(20, 102)(11, 12)(2, 102)
(13, 120)(14, 210)(15, 210)
(18, 210)(17, 210)(24, 21)

(21, 201)(8, 210)(19, 120)
(26, 201)(23, 210)(6, 12)
(3, 12)(4, 201)(9, 120)

(21, 210)(8, 210)(25, 12)
(20, 21)(5, 201)(24, 210)
(3, 210)(2, 210)(1, 102)

(10, 201)(11, 12)(18, 210)
(13, 120)(14, 210)(15, 210)
(22, 120)(17, 210)(6, 21)

(7, 21)(26, 210)(27, 12)
(4, 210)(23, 201)(12, 102)
(19, 201)(16, 21)(9, 12)

(21, 210)(4, 102)(7, 21)
(12, 120)(5, 201)(16, 102)
(1, 201)(24, 102)(25, 21)

(2, 102)(11, 12)(26, 102)
(13, 120)(14, 210)(15, 210)
(8, 102)(17, 210)(18, 210)

(3, 210)(22, 102)(27, 12)
(6, 12)(23, 201)(10, 120)
(9, 21)(20, 120)(19, 102)

(7, 12)(16, 12)(27, 210)
(18, 102)(5, 201)(10, 120)
(1, 201)(26, 210)(19, 120)

(4, 120)(11, 210)(2, 12)
(13, 120)(14, 210)(15, 120)
(8, 12)(17, 12)(12, 210)

(25, 120)(20, 120)(9, 102)
(24, 210)(23, 201)(22, 12)
(21, 102)(6, 201)(3, 102)

(7, 12)(16, 21)(9, 120)
(26, 201)(5, 201)(12, 120)
(3, 21)(20, 210)(27, 201)

(6, 21)(11, 210)(22, 120)
(13, 120)(14, 210)(15, 210)
(24, 21)(17, 210)(8, 102)

(19, 102)(10, 21)(1, 21)
(18, 120)(23, 201)(2, 21)
(25, 21)(4, 102)(21, 12)

(1, 210)(20, 210)(21, 201)
(16, 102)(5, 210)(4, 210)
(9, 201)(18, 12)(19, 120)

(8, 12)(11, 12)(6, 120)
(13, 210)(14, 210)(15, 120)
(10, 210)(17, 12)(2, 12)

(3, 210)(12, 21)(25, 102)
(26, 21)(23, 210)(24, 210)
(7, 12)(22, 102)(27, 102)

(3, 201)(24, 102)(25, 12)
(6, 12)(5, 201)(2, 21)
(21, 201)(12, 21)(9, 210)

(16, 201)(11, 210)(4, 21)
(13, 120)(14, 210)(15, 210)
(26, 12)(17, 210)(18, 210)

(27, 102)(22, 201)(7, 201)
(20, 21)(23, 201)(10, 120)
(19, 12)(8, 120)(1, 12)

(27, 120)(12, 21)(3, 21)
(2, 201)(5, 201)(24, 210)
(7, 210)(22, 201)(9, 21)

(26, 12)(11, 210)(6, 120)
(13, 210)(14, 210)(15, 210)
(18, 210)(17, 12)(10, 201)

(19, 102)(8, 120)(21, 21)
(4, 12)(23, 210)(20, 21)
(1, 21)(16, 12)(25, 120)

(21, 102)(8, 120)(9, 12)
(10, 102)(5, 210)(20, 21)
(25, 12)(2, 210)(19, 12)

(16, 201)(11, 12)(18, 210)
(13, 210)(14, 210)(15, 210)
(22, 21)(17, 210)(12, 201)

(1, 12)(26, 120)(27, 12)
(4, 12)(23, 210)(24, 12)
(3, 120)(6, 102)(7, 210)

(21, 210)(4, 102)(25, 201)
(8, 21)(5, 201)(26, 201)
(3, 21)(22, 201)(7, 120)

(20, 12)(11, 12)(12, 210)
(13, 210)(14, 210)(15, 120)
(6, 120)(17, 12)(18, 201)

(1, 201)(2, 120)(27, 120)
(16, 120)(23, 210)(24, 210)
(9, 210)(10, 12)(19, 210)

(3, 12)(22, 102)(21, 201)
(4, 210)(5, 210)(16, 102)
(27, 102)(2, 210)(25, 21)

(12, 210)(11, 210)(18, 210)
(13, 210)(14, 210)(15, 120)
(10, 201)(17, 12)(8, 102)

(7, 21)(6, 201)(19, 12)
(26, 201)(23, 210)(20, 21)
(9, 210)(24, 201)(1, 201)

(1, 210)(24, 102)(7, 102)
(18, 102)(5, 201)(10, 120)
(3, 21)(8, 120)(27, 201)

(22, 21)(11, 12)(20, 12)
(13, 210)(14, 210)(15, 120)
(4, 120)(17, 12)(12, 201)

(25, 12)(16, 21)(19, 12)
(2, 201)(23, 210)(6, 210)
(21, 102)(26, 210)(9, 120)

(7, 12)(26, 120)(19, 21)
(10, 102)(5, 210)(22, 12)
(1, 120)(2, 210)(27, 12)

(6, 21)(11, 210)(8, 102)
(13, 120)(14, 210)(15, 120)
(20, 12)(17, 12)(12, 210)

(21, 201)(16, 12)(3, 120)
(18, 120)(23, 201)(4, 12)
(25, 102)(24, 102)(9, 201)

(3, 201)(16, 21)(25, 120)
(22, 12)(5, 201)(12, 120)
(21, 201)(2, 120)(9, 21)

(20, 12)(11, 12)(18, 210)
(13, 210)(14, 210)(15, 210)
(10, 210)(17, 210)(26, 102)

(19, 21)(8, 210)(27, 12)
(24, 210)(23, 210)(6, 210)
(1, 21)(4, 102)(7, 210)

(1, 21)(16, 12)(25, 120)
(2, 21)(5, 210)(10, 102)
(9, 12)(12, 12)(21, 210)

(22, 21)(11, 12)(6, 21)
(13, 210)(14, 210)(15, 210)
(24, 120)(17, 12)(18, 210)

(3, 21)(20, 120)(27, 120)
(8, 21)(23, 210)(26, 21)
(7, 201)(4, 102)(19, 102)

(27, 201)(2, 120)(25, 120)
(20, 21)(5, 201)(12, 120)
(9, 120)(26, 210)(7, 120)

(10, 210)(11, 12)(18, 210)
(13, 120)(14, 210)(15, 210)
(22, 120)(17, 210)(16, 201)

(3, 102)(6, 102)(19, 201)
(8, 201)(23, 201)(24, 12)
(1, 102)(4, 102)(21, 12)

(3, 201)(24, 102)(19, 210)
(22, 210)(5, 210)(18, 120)
(1, 201)(10, 12)(21, 21)

(4, 120)(11, 210)(26, 102)
(13, 120)(14, 210)(15, 210)
(8, 12)(17, 210)(20, 12)

(7, 21)(16, 12)(25, 21)
(2, 201)(23, 210)(12, 120)
(9, 102)(6, 102)(27, 210)

(7, 201)(22, 102)(3, 21)
(24, 210)(5, 201)(26, 201)
(9, 12)(2, 210)(19, 120)

(20, 102)(11, 210)(8, 12)
(13, 210)(14, 210)(15, 210)
(10, 210)(17, 210)(18, 201)

(1, 201)(12, 12)(27, 120)
(4, 210)(23, 201)(6, 12)
(25, 210)(16, 12)(21, 120)

(1, 102)(20, 210)(7, 21)
(12, 120)(5, 210)(10, 120)
(21, 120)(16, 12)(9, 21)

(26, 12)(11, 210)(8, 102)
(13, 210)(14, 210)(15, 120)
(6, 120)(17, 210)(24, 120)

(27, 102)(18, 21)(19, 201)
(4, 210)(23, 210)(22, 210)
(3, 201)(2, 210)(25, 12)

(21, 210)(20, 210)(25, 201)
(26, 201)(5, 201)(24, 210)
(7, 21)(6, 102)(1, 102)

(18, 201)(11, 12)(22, 21)
(13, 210)(14, 210)(15, 120)
(16, 201)(17, 210)(10, 201)

(9, 201)(8, 210)(19, 201)
(2, 201)(23, 210)(4, 12)
(27, 12)(12, 21)(3, 102)

(1, 21)(12, 21)(3, 21)
(8, 21)(5, 210)(10, 120)
(25, 201)(16, 12)(21, 102)

(2, 102)(11, 210)(4, 21)
(13, 210)(14, 210)(15, 210)
(18, 201)(17, 12)(24, 120)

(19, 102)(6, 201)(9, 21)
(22, 12)(23, 210)(20, 21)
(27, 12)(26, 210)(7, 102)

(19, 12)(26, 210)(21, 12)
(16, 102)(5, 201)(2, 201)
(1, 12)(8, 210)(7, 201)

(6, 21)(11, 12)(22, 21)
(13, 120)(14, 210)(15, 120)
(20, 12)(17, 12)(18, 210)

(9, 12)(4, 102)(3, 12)
(24, 210)(23, 210)(12, 102)
(27, 12)(10, 21)(25, 201)

(27, 201)(18, 21)(1, 120)
(4, 210)(5, 210)(20, 21)
(19, 102)(2, 120)(21, 210)

(22, 120)(11, 12)(26, 102)
(13, 210)(14, 210)(15, 120)
(10, 210)(17, 210)(6, 120)

(7, 210)(8, 210)(25, 210)
(24, 12)(23, 210)(16, 120)
(3, 12)(12, 12)(9, 201)

(9, 102)(16, 21)(1, 12)
(4, 210)(5, 201)(22, 210)
(21, 201)(6, 201)(25, 210)

(26, 12)(11, 210)(24, 120)
(13, 210)(14, 210)(15, 120)
(18, 210)(17, 210)(12, 201)

(19, 102)(20, 120)(27, 120)
(8, 201)(23, 210)(10, 102)
(7, 120)(2, 210)(3, 210)

(21, 210)(20, 210)(9, 120)
(10, 102)(5, 210)(16, 102)
(19, 210)(2, 210)(3, 120)

(8, 12)(11, 210)(24, 120)
(13, 120)(14, 210)(15, 120)
(6, 21)(17, 12)(18, 201)

(1, 201)(26, 210)(27, 12)
(12, 102)(23, 201)(22, 210)
(7, 120)(4, 201)(25, 201)

(3, 12)(16, 12)(7, 210)
(22, 210)(5, 201)(4, 12)
(9, 201)(8, 210)(27, 201)

(24, 21)(11, 12)(10, 201)
(13, 120)(14, 210)(15, 210)
(12, 210)(17, 12)(26, 102)

(21, 120)(18, 12)(1, 102)
(6, 12)(23, 201)(20, 201)
(19, 12)(2, 210)(25, 120)

(1, 102)(10, 12)(21, 12)
(22, 210)(5, 201)(16, 102)
(9, 201)(6, 102)(25, 210)

(24, 21)(11, 210)(18, 201)
(13, 120)(14, 210)(15, 210)
(12, 201)(17, 12)(26, 102)

(27, 210)(20, 120)(19, 201)
(2, 201)(23, 210)(4, 12)
(7, 201)(8, 210)(3, 21)

(25, 102)(6, 201)(19, 210)
(16, 102)(5, 201)(8, 21)
(9, 12)(22, 102)(27, 120)

(24, 120)(11, 12)(12, 210)
(13, 120)(14, 210)(15, 210)
(10, 201)(17, 210)(4, 120)

(3, 210)(2, 210)(7, 201)
(26, 201)(23, 201)(20, 201)
(21, 102)(18, 21)(1, 120)

(1, 102)(4, 102)(9, 120)
(16, 120)(5, 210)(18, 120)
(25, 120)(8, 210)(27, 120)

(20, 12)(11, 12)(6, 120)
(13, 120)(14, 210)(15, 120)
(22, 120)(17, 210)(24, 120)

(3, 21)(26, 210)(19, 120)
(2, 21)(23, 210)(10, 120)
(7, 201)(12, 12)(21, 12)

(1, 21)(18, 12)(19, 102)
(12, 120)(5, 201)(6, 210)
(3, 21)(8, 120)(25, 102)

(16, 201)(11, 210)(22, 120)
(13, 120)(14, 210)(15, 210)
(20, 102)(17, 12)(24, 21)

(7, 102)(26, 120)(21, 21)
(4, 210)(23, 201)(10, 102)
(27, 201)(2, 210)(9, 120)

(27, 12)(16, 21)(7, 102)
(22, 210)(5, 210)(4, 12)
(3, 21)(10, 12)(21, 21)

(6, 21)(11, 210)(8, 12)
(13, 120)(14, 210)(15, 120)
(20, 102)(17, 210)(26, 102)

(25, 120)(24, 102)(1, 210)
(12, 120)(23, 201)(2, 201)
(19, 201)(18, 12)(9, 201)

(21, 102)(22, 102)(9, 120)
(26, 21)(5, 210)(2, 201)
(7, 102)(6, 201)(19, 120)

(4, 120)(11, 12)(18, 210)
(13, 120)(14, 210)(15, 210)
(20, 12)(17, 12)(10, 210)

(25, 201)(16, 12)(27, 201)
(8, 21)(23, 201)(24, 210)
(1, 21)(12, 12)(3, 21)

(3, 12)(18, 21)(27, 21)
(2, 201)(5, 201)(10, 102)
(7, 102)(4, 102)(9, 102)

(22, 21)(11, 210)(8, 102)
(13, 210)(14, 210)(15, 120)
(12, 201)(17, 12)(6, 120)

(1, 201)(16, 21)(25, 102)
(20, 201)(23, 201)(26, 21)
(21, 102)(24, 102)(19, 21)

(25, 210)(4, 102)(27, 210)
(10, 102)(5, 201)(12, 102)
(1, 12)(18, 12)(3, 12)

(2, 12)(11, 210)(22, 21)
(13, 120)(14, 210)(15, 210)
(8, 12)(17, 210)(6, 21)

(21, 201)(20, 120)(7, 12)
(24, 12)(23, 210)(16, 120)
(19, 12)(26, 210)(9, 120)

(21, 210)(22, 201)(1, 201)
(8, 21)(5, 201)(16, 102)
(7, 210)(6, 102)(3, 12)

(2, 12)(11, 12)(18, 210)
(13, 210)(14, 210)(15, 120)
(26, 102)(17, 210)(20, 102)

(9, 12)(10, 21)(27, 201)
(24, 12)(23, 210)(4, 210)
(25, 102)(12, 12)(19, 102)

(1, 21)(16, 21)(21, 12)
(18, 120)(5, 201)(22, 12)
(9, 12)(24, 201)(25, 210)

(4, 21)(11, 210)(26, 12)
(13, 210)(14, 210)(15, 120)
(10, 210)(17, 12)(8, 12)

(27, 21)(2, 210)(7, 201)
(20, 21)(23, 201)(6, 12)
(19, 120)(12, 21)(3, 210)

(19, 120)(26, 120)(21, 120)
(8, 21)(5, 201)(10, 102)
(3, 21)(18, 12)(1, 21)

(22, 21)(11, 12)(2, 12)
(13, 210)(14, 210)(15, 120)
(24, 120)(17, 12)(6, 21)

(25, 12)(20, 210)(7, 120)
(16, 102)(23, 210)(12, 120)
(27, 201)(4, 201)(9, 12)

(25, 21)(2, 120)(3, 21)
(24, 12)(5, 210)(16, 120)
(19, 21)(22, 201)(21, 210)

(12, 210)(11, 12)(18, 210)
(13, 120)(14, 210)(15, 210)
(20, 102)(17, 12)(6, 21)

(7, 21)(4, 102)(27, 12)
(26, 201)(23, 201)(8, 21)
(1, 210)(10, 12)(9, 120)

(1, 210)(2, 120)(25, 120)
(8, 201)(5, 201)(12, 120)
(21, 201)(16, 12)(9, 102)

(26, 102)(11, 12)(6, 120)
(13, 120)(14, 210)(15, 120)
(10, 210)(17, 12)(20, 102)

(3, 102)(22, 102)(19, 12)
(18, 120)(23, 210)(24, 12)
(27, 120)(4, 201)(7, 21)

(1, 21)(20, 120)(21, 120)
(4, 12)(5, 201)(2, 201)
(7, 210)(12, 12)(3, 201)

(18, 210)(11, 210)(22, 120)
(13, 120)(14, 210)(15, 120)
(16, 201)(17, 210)(6, 21)

(25, 12)(8, 210)(27, 12)
(10, 102)(23, 210)(24, 12)
(9, 21)(26, 120)(19, 210)

(25, 210)(4, 201)(3, 210)
(22, 12)(5, 210)(10, 120)
(19, 210)(20, 210)(1, 210)

(26, 12)(11, 210)(8, 12)
(13, 210)(14, 210)(15, 210)
(2, 102)(17, 12)(6, 21)

(21, 201)(24, 102)(7, 12)
(16, 120)(23, 201)(18, 102)
(9, 102)(12, 21)(27, 210)

(25, 21)(4, 201)(7, 210)
(16, 102)(5, 201)(24, 210)
(21, 120)(26, 120)(27, 120)

(2, 12)(11, 210)(20, 102)
(13, 210)(14, 210)(15, 120)
(10, 210)(17, 210)(6, 120)

(9, 12)(12, 21)(1, 102)
(22, 12)(23, 201)(18, 102)
(19, 12)(8, 120)(3, 210)

(25, 21)(18, 21)(1, 12)
(4, 210)(5, 210)(26, 201)
(19, 210)(2, 120)(9, 21)

(8, 102)(11, 12)(22, 120)
(13, 120)(14, 210)(15, 120)
(10, 210)(17, 210)(24, 21)

(21, 12)(16, 12)(7, 120)
(12, 120)(23, 210)(6, 210)
(27, 12)(20, 120)(3, 210)

(3, 12)(4, 102)(7, 21)
(24, 210)(5, 210)(22, 12)
(25, 201)(2, 210)(19, 12)

(8, 12)(11, 12)(20, 102)
(13, 210)(14, 210)(15, 210)
(10, 201)(17, 12)(6, 120)

(1, 201)(16, 21)(21, 21)
(12, 120)(23, 201)(26, 201)
(9, 210)(18, 21)(27, 102)

(27, 120)(6, 201)(19, 102)
(22, 210)(5, 210)(4, 210)
(3, 102)(2, 210)(9, 102)

(16, 210)(11, 12)(8, 12)
(13, 120)(14, 210)(15, 120)
(20, 102)(17, 210)(12, 201)

(7, 102)(18, 21)(21, 21)
(24, 12)(23, 210)(26, 201)
(25, 21)(10, 12)(1, 201)

(19, 12)(16, 21)(3, 210)
(18, 102)(5, 201)(8, 21)
(25, 12)(20, 210)(27, 120)

(24, 120)(11, 12)(4, 120)
(13, 210)(14, 210)(15, 120)
(22, 120)(17, 210)(10, 210)

(1, 12)(26, 210)(21, 102)
(6, 12)(23, 201)(12, 102)
(9, 102)(2, 210)(7, 102)

(9, 102)(16, 21)(19, 102)
(24, 12)(5, 201)(12, 120)
(7, 210)(26, 120)(21, 102)

(20, 102)(11, 210)(2, 12)
(13, 120)(14, 210)(15, 210)
(8, 12)(17, 12)(6, 120)

(3, 102)(4, 201)(1, 21)
(10, 120)(23, 201)(22, 210)
(27, 12)(18, 21)(25, 120)

(3, 12)(16, 21)(9, 201)
(8, 201)(5, 210)(2, 201)
(7, 210)(6, 102)(27, 120)

(10, 210)(11, 210)(12, 201)
(13, 210)(14, 210)(15, 120)
(26, 12)(17, 210)(4, 21)

(25, 120)(20, 210)(19, 120)
(22, 12)(23, 201)(24, 12)
(1, 210)(18, 21)(21, 201)

(9, 21)(2, 210)(25, 12)
(6, 12)(5, 201)(26, 21)
(21, 201)(10, 12)(7, 120)

(20, 12)(11, 12)(24, 120)
(13, 210)(14, 210)(15, 120)
(18, 201)(17, 210)(8, 102)

(27, 21)(16, 12)(3, 12)
(4, 12)(23, 201)(12, 102)
(1, 21)(22, 201)(19, 210)

(27, 201)(20, 210)(21, 201)
(10, 120)(5, 210)(8, 201)
(3, 210)(26, 120)(7, 12)

(16, 210)(11, 12)(6, 21)
(13, 120)(14, 210)(15, 120)
(18, 201)(17, 210)(22, 21)

(19, 210)(4, 201)(9, 21)
(2, 21)(23, 210)(24, 210)
(1, 21)(12, 12)(25, 201)

(1, 210)(22, 102)(25, 120)
(6, 210)(5, 210)(24, 210)
(3, 210)(8, 210)(21, 210)

(26, 102)(11, 210)(20, 12)
(13, 210)(14, 210)(15, 120)
(18, 201)(17, 12)(16, 201)

(9, 201)(4, 102)(27, 12)
(2, 201)(23, 201)(12, 102)
(7, 201)(10, 21)(19, 102)

(1, 210)(6, 201)(25, 120)
(24, 12)(5, 201)(22, 210)
(9, 12)(8, 120)(21, 210)

(26, 12)(11, 210)(10, 201)
(13, 120)(14, 210)(15, 210)
(16, 201)(17, 12)(2, 12)

(19, 102)(20, 120)(7, 120)
(4, 210)(23, 210)(18, 120)
(3, 120)(12, 12)(27, 102)

(1, 102)(26, 210)(19, 21)
(22, 12)(5, 201)(2, 21)
(25, 12)(8, 120)(7, 120)

(6, 120)(11, 12)(12, 201)
(13, 120)(14, 210)(15, 120)
(16, 210)(17, 12)(18, 201)

(21, 120)(4, 102)(9, 21)
(20, 21)(23, 201)(10, 102)
(27, 201)(24, 201)(3, 21)

(19, 120)(2, 120)(7, 21)
(8, 21)(5, 210)(26, 201)
(9, 120)(16, 21)(21, 210)

(10, 201)(11, 210)(4, 21)
(13, 120)(14, 210)(15, 210)
(20, 102)(17, 210)(12, 201)

(1, 201)(18, 21)(27, 201)
(24, 12)(23, 201)(6, 12)
(3, 201)(22, 102)(25, 120)

(1, 21)(20, 210)(19, 21)
(6, 210)(5, 210)(10, 102)
(7, 21)(24, 201)(21, 210)

(8, 12)(11, 210)(4, 21)
(13, 210)(14, 210)(15, 210)
(26, 12)(17, 12)(16, 201)

(27, 21)(2, 120)(9, 102)
(12, 120)(23, 201)(18, 102)
(3, 12)(22, 102)(25, 12)

(25, 102)(6, 201)(3, 102)
(4, 210)(5, 210)(22, 210)
(1, 120)(10, 12)(19, 12)

(12, 201)(11, 210)(8, 12)
(13, 120)(14, 210)(15, 120)
(20, 12)(17, 12)(18, 201)

(7, 210)(24, 102)(9, 210)
(16, 120)(23, 210)(2, 201)
(21, 21)(26, 210)(27, 210)

(19, 12)(6, 201)(3, 210)
(16, 120)(5, 210)(18, 102)
(1, 120)(22, 201)(25, 210)

(2, 102)(11, 12)(20, 102)
(13, 120)(14, 210)(15, 210)
(4, 120)(17, 12)(24, 21)

(27, 102)(26, 210)(9, 210)
(12, 120)(23, 201)(8, 21)
(7, 12)(10, 12)(21, 12)

(3, 201)(26, 120)(1, 12)
(2, 201)(5, 210)(22, 210)
(9, 201)(12, 21)(19, 120)

(20, 102)(11, 12)(24, 21)
(13, 210)(14, 210)(15, 210)
(10, 210)(17, 12)(18, 201)

(25, 201)(16, 12)(7, 201)
(8, 201)(23, 201)(4, 12)
(21, 21)(6, 102)(27, 102)

(3, 120)(4, 102)(27, 21)
(6, 210)(5, 201)(2, 201)
(9, 201)(16, 21)(25, 102)

(18, 201)(11, 12)(8, 12)
(13, 120)(14, 210)(15, 120)
(10, 210)(17, 210)(22, 120)

(21, 201)(20, 210)(7, 12)
(24, 12)(23, 201)(26, 21)
(1, 102)(12, 12)(19, 210)

(1, 21)(24, 201)(21, 201)
(16, 120)(5, 201)(2, 201)
(7, 21)(6, 102)(19, 120)

(4, 21)(11, 210)(22, 120)
(13, 120)(14, 210)(15, 210)
(12, 210)(17, 12)(18, 210)

(9, 201)(26, 210)(25, 102)
(10, 120)(23, 201)(8, 201)
(27, 120)(20, 210)(3, 210)

(19, 12)(20, 210)(3, 21)
(2, 21)(5, 210)(4, 12)
(21, 120)(16, 12)(7, 120)

(8, 12)(11, 210)(6, 120)
(13, 120)(14, 210)(15, 210)
(10, 201)(17, 12)(18, 210)

(1, 12)(24, 102)(9, 210)
(26, 201)(23, 201)(22, 210)
(25, 21)(12, 21)(27, 210)

(25, 102)(26, 210)(3, 21)
(20, 201)(5, 210)(22, 12)
(1, 120)(2, 210)(19, 12)

(12, 201)(11, 210)(10, 210)
(13, 210)(14, 210)(15, 120)
(4, 120)(17, 12)(16, 210)

(21, 12)(24, 201)(9, 102)
(6, 12)(23, 210)(18, 102)
(7, 201)(8, 210)(27, 21)

(3, 120)(20, 210)(1, 12)
(16, 120)(5, 210)(24, 12)
(27, 102)(18, 21)(7, 120)

(12, 210)(11, 12)(22, 120)
(13, 210)(14, 210)(15, 120)
(26, 102)(17, 210)(8, 102)

(21, 120)(2, 210)(25, 210)
(6, 210)(23, 210)(10, 120)
(9, 21)(4, 102)(19, 210)

(19, 12)(6, 201)(9, 201)
(2, 201)(5, 210)(10, 102)
(27, 210)(4, 102)(25, 210)

(18, 201)(11, 210)(20, 102)
(13, 120)(14, 210)(15, 210)
(12, 210)(17, 210)(22, 21)

(21, 201)(8, 210)(1, 102)
(24, 210)(23, 201)(16, 120)
(7, 120)(26, 210)(3, 102)

(19, 201)(22, 102)(21, 201)
(16, 120)(5, 210)(10, 102)
(25, 120)(4, 102)(1, 102)

(26, 102)(11, 210)(2, 102)
(13, 210)(14, 210)(15, 120)
(8, 12)(17, 210)(24, 120)

(9, 201)(6, 201)(3, 120)
(12, 102)(23, 201)(18, 120)
(7, 201)(20, 120)(27, 102)

(19, 201)(22, 102)(3, 210)
(26, 21)(5, 210)(4, 12)
(27, 21)(16, 21)(7, 12)

(18, 201)(11, 210)(2, 102)
(13, 210)(14, 210)(15, 210)
(24, 21)(17, 210)(10, 201)

(9, 12)(8, 120)(1, 210)
(20, 201)(23, 210)(6, 12)
(21, 102)(12, 21)(25, 12)

(3, 12)(20, 120)(21, 120)
(6, 12)(5, 201)(12, 120)
(7, 21)(16, 21)(9, 21)

(22, 120)(11, 12)(24, 21)
(13, 120)(14, 210)(15, 120)
(4, 21)(17, 12)(2, 12)

(25, 12)(8, 120)(19, 201)
(18, 120)(23, 210)(26, 201)
(27, 201)(10, 21)(1, 12)

(25, 21)(22, 102)(7, 210)
(12, 102)(5, 210)(10, 102)
(3, 210)(4, 102)(9, 102)

(16, 201)(11, 12)(20, 102)
(13, 120)(14, 210)(15, 210)
(2, 12)(17, 210)(26, 102)

(1, 12)(8, 120)(21, 102)
(18, 102)(23, 201)(24, 210)
(19, 12)(6, 201)(27, 102)

(21, 21)(18, 12)(7, 21)
(24, 210)(5, 201)(26, 21)
(27, 102)(4, 102)(9, 102)

(12, 201)(11, 12)(16, 210)
(13, 210)(14, 210)(15, 120)
(20, 102)(17, 210)(22, 21)

(3, 102)(6, 102)(25, 21)
(10, 102)(23, 201)(8, 21)
(19, 201)(2, 210)(1, 120)

(27, 12)(4, 102)(7, 102)
(8, 201)(5, 210)(12, 120)
(21, 201)(2, 210)(9, 21)

(26, 102)(11, 12)(10, 201)
(13, 120)(14, 210)(15, 120)
(22, 21)(17, 210)(6, 120)

